Timestamp,Acx0,Acy0,Acz0,Gyx0,Gyy0,Gyz0,Acx1,Acy1,Acz1,Gyx1,Gyy1,Gyz1,speed_mph
1747362687.529726,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.531159,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.532706,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.53409,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.53538,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.536644,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.537931,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.539366,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.540599,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.54187,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.543125,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.544524,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.545822,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.547104,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.548396,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5497742,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5511732,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.552497,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.553814,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5551229,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5564349,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.557739,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.559038,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5604281,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.561999,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5634189,7.9009,5.6024,4.4724,-0.1394,-0.5417,0.0585,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.564855,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.566411,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.567917,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5694668,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5709782,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.572521,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.574069,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5753138,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5769112,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5782871,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,4.7309,7.2496,-5.9855,-0.2097,0.1022,0.1266,30
1747362687.5795488,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5808809,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5821629,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.583491,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5848489,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.586192,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5875268,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.588864,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.590252,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.59159,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5929532,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5943391,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.595843,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5972962,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.5988321,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6003141,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.601737,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.603039,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6042292,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6055,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6068192,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6081018,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6093628,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.610871,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.612167,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.613321,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.614702,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.616072,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.617432,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.618793,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.620215,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.621755,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.623351,7.6806,5.9711,4.6304,0.1554,-0.58,-0.4097,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6246772,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.626251,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.627677,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.629241,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.630761,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.632395,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.634021,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.635642,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6371148,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6386921,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.0734,11.4108,-5.4875,0.613,0.1618,0.3629,30
1747362687.6401799,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.641742,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.643314,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.6448798,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.646417,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.647985,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.6495092,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.651078,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.652606,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.654171,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.655691,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.6572568,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
1747362687.658837,7.8386,6.6942,4.707,-0.4193,-0.8014,-0.4108,2.9832,8.1738,-4.6783,0.1043,-0.1809,0.2001,30
