Timestamp,Acx0,Acy0,Acz0,Gyx0,Gyy0,Gyz0,Acx1,Acy1,Acz1,Gyx1,Gyy1,Gyz1,speed_mph
1743116759.139756,-0.5555,9.7061,0.4262,0.0128,0.1298,-0.05,3.6248,9.2033,-1.6616,0.0607,-0.0255,-0.0341,31
1743116759.144856,-0.5986,9.6774,0.2921,-0.0117,0.0756,-0.0415,3.6248,9.2033,-1.6616,0.0607,-0.0255,-0.0341,31
1743116759.159849,-0.5986,9.6774,0.2921,-0.0117,0.0756,-0.0415,3.6057,9.2273,-1.5323,0.0287,-0.0043,-0.0245,31
1743116759.205068,-0.5986,9.6822,0.3352,-0.016,0.0436,-0.0149,3.6057,9.2273,-1.5323,0.0287,-0.0043,-0.0245,31
1743116759.2359328,-0.5986,9.6822,0.3352,-0.016,0.0436,-0.0149,3.5051,9.2368,-1.5514,-0.0181,-0.0192,-0.0053,31
1743116759.26476,-0.6752,9.7923,0.4166,0.0011,-0.0255,-0.0085,3.5051,9.2368,-1.5514,-0.0181,-0.0192,-0.0053,31
1743116759.2806358,-0.6752,9.7923,0.4166,0.0011,-0.0255,-0.0085,3.6488,9.1411,-1.5658,-0.0628,-0.0415,-0.0181,31
1743116759.354629,-0.5602,9.663,0.4262,-0.0351,-0.0543,-0.0128,3.6488,9.1411,-1.5658,-0.0628,-0.0415,-0.0181,31
1743116759.357863,-0.5602,9.663,0.4262,-0.0351,-0.0543,-0.0128,3.5674,9.1459,-1.4605,-0.0607,-0.0873,-0.0074,31
1743116759.3868449,-0.5363,9.8833,0.4022,-0.0692,-0.0458,-0.0436,3.5674,9.1459,-1.4605,-0.0607,-0.0873,-0.0074,31
1743116759.4003851,-0.5363,9.8833,0.4022,-0.0692,-0.0458,-0.0436,3.5578,9.1746,-1.5802,-0.049,-0.1884,-0.0309,31
1743116759.446068,-0.7853,9.414,-0.2777,0.0532,-0.1469,-0.215,3.5578,9.1746,-1.5802,-0.049,-0.1884,-0.0309,31
1743116759.460892,-0.7853,9.414,-0.2777,0.0532,-0.1469,-0.215,3.6488,9.1028,-1.7717,-0.083,-0.2841,-0.0277,31
1743116759.505344,-3.8068,11.631,-3.5674,0.0458,-3.0352,-1.3069,3.6488,9.1028,-1.7717,-0.083,-0.2841,-0.0277,31
1743116759.5208588,-3.8068,11.631,-3.5674,0.0458,-3.0352,-1.3069,4.3431,9.0453,-2.1452,0.0394,-0.1245,-0.0415,31
1743116759.566945,1.0199,10.0509,-3.2992,0.862,-2.9543,-1.69,4.3431,9.0453,-2.1452,0.0394,-0.1245,-0.0415,31
1743116759.5804858,1.0199,10.0509,-3.2992,0.862,-2.9543,-1.69,3.7158,9.4858,-1.5371,-0.0213,-0.0404,-0.0383,31
1743116759.625825,0.565,9.2416,0.0,1.6017,-1.6559,-0.7258,3.7158,9.4858,-1.5371,-0.0213,-0.0404,-0.0383,31
1743116759.6411788,0.565,9.2416,0.0,1.6017,-1.6559,-0.7258,3.7493,9.5289,-0.0479,-0.0628,0.0468,0.0756,31
1743116759.686143,-0.8523,8.6862,2.9688,0.9195,-3.066,0.0053,3.7493,9.5289,-0.0479,-0.0628,0.0468,0.0756,31
1743116759.700011,-0.8523,8.6862,2.9688,0.9195,-3.066,0.0053,4.9656,8.1163,-0.723,0.1022,-0.0873,0.1266,31
1743116759.747069,-10.5824,10.3046,-1.8627,-0.149,-6.3396,-1.4495,4.9656,8.1163,-0.723,0.1022,-0.0873,0.1266,31
1743116759.806078,-10.5824,10.3046,-1.8627,-0.149,-6.3396,-1.4495,5.3534,6.7995,0.0431,0.3459,0.0947,-0.1235,31
1743116759.809139,-0.1772,16.4865,-2.6049,-0.6204,-8.4287,-3.7982,5.3534,6.7995,0.0431,0.3459,0.0947,-0.1235,31
1743116759.821069,-0.1772,16.4865,-2.6049,-0.6204,-8.4287,-3.7982,4.6974,8.5138,0.2634,0.7545,0.1596,-0.1266,31
1743116759.881303,3.7302,11.8178,3.6727,-2.717,-1.7326,-3.2501,4.6974,8.5138,0.2634,0.7545,0.1596,-0.1266,31
1743116759.884485,3.7302,11.8178,3.6727,-2.717,-1.7326,-3.2501,3.1412,10.0556,-4.118,0.5885,0.3097,0.1341,31
1743116759.925777,-0.4836,6.8426,6.5888,-3.0852,-2.6936,-2.1572,3.1412,10.0556,-4.118,0.5885,0.3097,0.1341,31
1743116759.9408371,-0.4836,6.8426,6.5888,-3.0852,-2.6936,-2.1572,5.7509,10.5297,-3.1508,-0.4959,0.2437,0.1128,31
1743116759.986013,0.1724,3.9409,8.4659,-2.9245,-0.9972,-1.6229,5.7509,10.5297,-3.1508,-0.4959,0.2437,0.1128,31
1743116760.029419,0.1724,3.9409,8.4659,-2.9245,-0.9972,-1.6229,8.0589,7.0677,-6.0861,-1.8901,-0.7886,-0.0213,31
1743116760.0469701,-0.4645,3.1173,11.3437,-2.5456,-0.3927,0.0521,8.0589,7.0677,-6.0861,-1.8901,-0.7886,-0.0213,31
1743116760.060287,-0.4645,3.1173,11.3437,-2.5456,-0.3927,0.0521,6.4308,7.1635,-4.6831,0.3852,1.126,-0.4395,31
1743116760.105005,2.3367,2.15,12.4929,-3.3065,-1.6825,0.9929,6.4308,7.1635,-4.6831,0.3852,1.126,-0.4395,31
1743116760.120173,2.3367,2.15,12.4929,-3.3065,-1.6825,0.9929,7.6614,6.1435,-3.9121,1.4697,1.9954,-0.8439,31
1743116760.165463,7.8003,4.0749,14.552,-4.0643,-2.3158,3.0256,7.6614,6.1435,-3.9121,1.4697,1.9954,-0.8439,31
1743116760.180156,7.8003,4.0749,14.552,-4.0643,-2.3158,3.0256,5.1284,5.023,-8.0445,1.6996,3.2086,-1.4431,31
1743116760.225096,8.9926,8.0876,18.0331,-5.0114,-2.4456,5.9309,5.1284,5.023,-8.0445,1.6996,3.2086,-1.4431,31
1743116760.240803,8.9926,8.0876,18.0331,-5.0114,-2.4456,5.9309,0.5028,7.5753,-11.9614,1.6793,3.7067,-1.6996,31
1743116760.286186,16.9988,15.7874,15.4282,-4.3027,-2.535,10.8721,0.5028,7.5753,-11.9614,1.6793,3.7067,-1.6996,31
1743116760.301135,16.9988,15.7874,15.4282,-4.3027,-2.535,10.8721,-6.0286,13.125,-14.1449,1.5453,4.6783,-0.912,31
1743116760.361898,15.9454,51.9015,-6.8139,0.5257,1.492,16.4763,-6.0286,13.125,-14.1449,1.5453,4.6783,-0.912,31
1743116760.363082,15.9454,51.9015,-6.8139,0.5257,1.492,16.4763,1.8627,10.0652,-3.7445,3.2033,3.3661,0.9631,31
1743116760.422217,-71.4957,22.4145,10.8553,0.7279,3.1671,3.4907,1.8627,10.0652,-3.7445,3.2033,3.3661,0.9631,31
1743116760.4342349,-71.4957,22.4145,10.8553,0.7279,3.1671,3.4907,-6.6319,21.3132,-12.9239,1.7762,1.1217,-0.3278,31
1743116760.465167,-35.0607,111.8332,-118.9104,-1.3047,34.8715,6.7642,-6.6319,21.3132,-12.9239,1.7762,1.1217,-0.3278,31
1743116760.495996,-35.0607,111.8332,-118.9104,-1.3047,34.8715,6.7642,-4.2329,2.9401,2.1021,1.5006,0.2192,0.696,31
1743116760.526175,8.0876,23.3052,-11.7555,0.9855,-17.5108,4.8295,-4.2329,2.9401,2.1021,1.5006,0.2192,0.696,31
1743116760.556279,8.0876,23.3052,-11.7555,0.9855,-17.5108,4.8295,11.2097,3.3423,-3.7733,-1.8879,1.1526,-0.6226,31
1743116760.600523,-18.9908,13.9582,-5.1427,-1.5676,10.9615,3.9781,11.2097,3.3423,-3.7733,-1.8879,1.1526,-0.6226,31
1743116760.6146271,-18.9908,13.9582,-5.1427,-1.5676,10.9615,3.9781,-0.0622,1.0534,-18.6652,0.2203,-2.7106,0.6428,31
1743116760.6466198,-6.6463,13.1442,3.9409,-0.9227,-0.1532,-0.6598,-0.0622,1.0534,-18.6652,0.2203,-2.7106,0.6428,31
1743116760.68992,-6.6463,13.1442,3.9409,-0.9227,-0.1532,-0.6598,7.4508,14.8441,-13.3836,-0.298,-0.3139,-1.0855,31
1743116760.720628,1.2641,13.7379,-2.7725,-0.1149,-1.9252,0.0851,7.4508,14.8441,-13.3836,-0.298,-0.3139,-1.0855,31
1743116760.734565,1.2641,13.7379,-2.7725,-0.1149,-1.9252,0.0851,1.8579,10.0126,-4.9177,0.7684,-1.2494,-0.7982,31
1743116760.7654982,0.1867,8.2121,1.4461,0.6641,0.7588,0.0351,1.8579,10.0126,-4.9177,0.7684,-1.2494,-0.7982,31
1743116760.7806451,0.1867,8.2121,1.4461,0.6641,0.7588,0.0351,0.6656,6.9432,-7.7093,-0.679,0.1884,-0.5279,31
1743116760.825495,-4.391,6.8187,3.2034,0.8503,-1.3409,-0.0575,0.6656,6.9432,-7.7093,-0.679,0.1884,-0.5279,31
1743116760.840075,-4.391,6.8187,3.2034,0.8503,-1.3409,-0.0575,5.114,5.8323,-5.1236,-0.7279,0.9833,0.0979,31
1743116760.8857799,-2.7342,6.4117,2.7533,1.0972,-1.425,0.1852,5.114,5.8323,-5.1236,-0.7279,0.9833,0.0979,31
1743116760.901539,-2.7342,6.4117,2.7533,1.0972,-1.425,0.1852,5.2672,9.6917,-4.5681,0.0585,1.3622,0.2554,31
1743116760.9451652,-1.3072,12.9239,5.3295,1.4463,-0.5704,0.133,5.2672,9.6917,-4.5681,0.0585,1.3622,0.2554,31
1743116760.961086,-1.3072,12.9239,5.3295,1.4463,-0.5704,0.133,4.8123,9.8067,-4.5586,0.2661,0.9631,-0.5747,31
1743116761.020854,-2.8683,10.1658,2.9736,1.1898,-1.1664,0.4342,4.8123,9.8067,-4.5586,0.2661,0.9631,-0.5747,31
1743116761.022003,-2.8683,10.1658,2.9736,1.1898,-1.1664,0.4342,6.3303,7.6758,-5.4444,0.4214,1.5442,-0.3437,31
1743116761.0650508,-3.0167,7.2975,-3.2322,1.8145,-2.1285,0.3427,6.3303,7.6758,-5.4444,0.4214,1.5442,-0.3437,31
1743116761.080132,-3.0167,7.2975,-3.2322,1.8145,-2.1285,0.3427,3.7876,6.7373,-4.0797,0.3884,1.558,-0.68,31
1743116761.124974,1.2881,9.572,-2.0973,3.0203,0.1969,-0.6449,3.7876,6.7373,-4.0797,0.3884,1.558,-0.68,31
1743116761.140098,1.2881,9.572,-2.0973,3.0203,0.1969,-0.6449,2.988,8.4515,-4.9321,0.248,1.4995,-0.8099,31
