,Timestamp,Acx0,Acy0,Acz0,Gcx0,Gcy0,Gcz0,Acx1,Acy1,Acz1,Gcx1,Gcy1,Gcz1
83,0.04623770713806152,0.49,-1.13,0.34,-226.6,-41.37,-250.14,-0.89,0.02,-0.42,-2.52,-0.43,-1.44
84,0.06145119667053223,0.69,-1.41,0.44,32.73,60.63,65.46,-0.89,0.01,-0.42,-2.2,0.66,-3.78
85,0.07597780227661133,0.1,-0.96,0.31,140.08,109.37,223.75,-0.89,0.01,-0.42,-2.21,-0.53,0.63
86,0.09035038948059082,-0.43,-0.92,0.14,-42.24,24.67,-70.41,-0.89,0.01,-0.42,-1.83,-1.63,0.56
87,0.1041569709777832,0.01,-1.1,0.27,-44.64,-56.64,-127.79,-0.89,0.01,-0.42,-1.88,-0.82,-3.11
88,0.11887288093566895,0.41,-0.96,0.59,59.04,-12.63,40.53,-0.89,0.01,-0.44,-2.21,-0.34,-0.11
89,0.13365554809570312,0.06,-0.87,0.33,46.89,29.58,61.7,-0.89,0.02,-0.43,-2.08,-0.5,-0.87
90,0.14830899238586426,-0.21,-0.94,0.08,15.89,-41.01,-17.93,-0.89,0.01,-0.43,-1.89,-1.32,-1.73
91,0.1625378131866455,0.22,-0.88,0.31,9.0,-83.79,-44.83,-0.89,0.01,-0.43,-2.2,-0.82,-0.46
92,0.1785590648651123,0.48,-0.86,0.37,12.62,-36.37,-7.27,-0.89,0.01,-0.43,-2.07,-0.76,-1.08
93,0.1940138339996338,0.27,-0.92,0.11,37.25,-17.92,40.08,-0.89,0.01,-0.44,-1.85,-0.73,-1.98
94,0.2071692943572998,0.28,-0.87,0.07,21.36,-46.03,0.63,-0.89,0.02,-0.43,-2.11,-1.03,-0.15
95,0.2210097312927246,0.52,-0.85,0.19,-15.65,-38.47,-46.75,-0.89,0.01,-0.43,-2.11,-0.61,-1.13
96,0.23653244972229004,0.57,-0.9,0.17,4.81,-1.64,1.48,-0.89,0.01,-0.43,-2.18,-0.8,-1.77
97,0.2519228458404541,0.45,-0.87,0.13,22.76,18.27,32.49,-0.89,0.01,-0.43,-2.02,-0.63,-0.85
98,0.2657966613769531,0.37,-0.82,0.13,-8.27,17.69,-8.84,-0.89,0.01,-0.43,-2.01,-0.94,-0.75
99,0.28136253356933594,0.37,-0.85,0.18,-23.07,20.4,-21.85,-0.89,0.01,-0.42,-1.98,-0.73,-1.63
100,0.2960515022277832,0.34,-0.84,0.25,-6.62,33.68,13.51,-0.89,0.01,-0.44,-2.02,-0.83,-0.89
101,0.31052327156066895,0.23,-0.81,0.25,-11.24,37.75,18.4,-0.89,0.01,-0.43,-2.09,-0.69,-0.89
102,0.3246593475341797,0.13,-0.84,0.25,-29.36,23.6,-3.93,-0.88,0.01,-0.43,-1.98,-0.77,-1.39
103,0.33950376510620117,0.16,-0.88,0.3,-30.83,11.31,-3.08,-0.89,0.01,-0.43,-1.86,-0.89,-1.1
104,0.3538074493408203,0.18,-0.9,0.32,-25.98,10.66,11.06,-0.88,0.01,-0.44,-2.02,-0.56,-1.21
105,0.36826372146606445,0.14,-0.94,0.28,-25.84,4.36,11.8,-0.89,0.01,-0.43,-1.98,-0.74,-1.39
106,0.3839118480682373,0.15,-0.99,0.25,-27.05,-10.05,2.06,-0.89,0.01,-0.42,-2.08,-0.63,-0.98
107,0.3978910446166992,0.23,-1.03,0.24,-24.62,-15.02,-2.01,-0.89,0.01,-0.42,-1.95,-0.82,-0.95
108,0.41327452659606934,0.27,-1.06,0.23,-14.98,-11.23,4.44,-0.89,0.01,-0.44,-2.0,-0.63,-1.05
109,0.4280681610107422,0.28,-1.09,0.19,-5.33,-10.36,5.69,-0.89,0.02,-0.43,-2.13,-0.73,-1.0
110,0.4429781436920166,0.3,-1.08,0.19,-2.08,-10.55,-3.88,-0.89,0.01,-0.43,-2.11,-0.66,-0.97
111,0.4569575786590576,0.33,-1.08,0.2,3.75,-5.67,-7.15,-0.9,0.01,-0.44,-1.9,-0.78,-1.15
112,0.4711337089538574,0.33,-1.06,0.19,14.24,0.65,-1.29,-0.89,0.01,-0.43,-1.97,-0.89,-1.0
113,0.4861588478088379,0.3,-1.01,0.2,19.04,3.73,-1.94,-0.89,0.01,-0.43,-2.18,-0.73,-0.9
114,0.5011024475097656,0.28,-0.97,0.2,18.81,3.84,-7.6,-0.89,0.01,-0.43,-2.06,-0.82,-1.1
115,0.5157179832458496,0.26,-0.93,0.23,20.34,3.53,-6.45,-0.89,0.01,-0.43,-2.12,-0.85,-0.87
116,0.5278966426849365,0.24,-0.89,0.25,21.11,2.9,-2.33,-0.89,0.02,-0.43,-2.04,-0.77,-1.19
117,0.5429797172546387,0.22,-0.85,0.25,17.11,-0.11,-2.42,-0.89,0.01,-0.42,-2.06,-0.69,-1.21
118,0.5581557750701904,0.22,-0.83,0.25,11.63,-5.25,-3.62,-0.89,0.01,-0.42,-1.85,-0.9,-1.01
119,0.5724363327026367,0.24,-0.82,0.25,6.72,-8.53,-1.85,-0.89,0.01,-0.43,-2.11,-0.85,-1.12
120,0.5866625308990479,0.25,-0.82,0.24,1.37,-9.82,0.76,-0.89,0.02,-0.43,-2.15,-0.75,-1.06
121,0.6024413108825684,0.28,-0.83,0.22,-4.3,-10.76,1.4,-0.89,0.01,-0.43,-2.06,-0.76,-0.91
122,0.6163616180419922,0.3,-0.85,0.21,-9.73,-10.18,0.83,-0.89,0.02,-0.43,-1.98,-0.54,-1.11
123,0.6317033767700195,0.33,-0.88,0.2,-13.76,-6.39,1.54,-0.89,0.01,-0.42,-2.04,-0.81,-1.24
124,0.6465106010437012,0.35,-0.9,0.19,-15.68,-1.27,3.27,-0.89,0.02,-0.43,-1.94,-0.72,-1.1
125,0.6600873470306396,0.35,-0.93,0.18,-17.02,3.91,3.26,-0.9,0.01,-0.43,-2.26,-0.71,-1.14
126,0.6740643978118896,0.34,-0.94,0.19,-17.77,8.77,2.51,-0.89,0.01,-0.43,-2.22,-0.83,-0.99
127,0.6883580684661865,0.32,-0.96,0.19,-16.89,13.06,2.69,-0.89,0.01,-0.43,-1.92,-0.5,-1.21
128,0.7041664123535156,0.29,-0.97,0.21,-14.97,15.83,3.15,-0.89,0.01,-0.43,-2.18,-0.78,-1.04
129,0.718437671661377,0.26,-0.97,0.23,-13.42,16.12,2.45,-0.89,0.02,-0.43,-1.99,-0.76,-1.08
130,0.7325079441070557,0.23,-0.98,0.25,-11.23,14.25,1.4,-0.89,0.02,-0.43,-1.98,-0.58,-1.16
131,0.7472963333129883,0.21,-0.98,0.25,-8.32,10.85,1.24,-0.9,0.01,-0.43,-1.99,-0.84,-1.18
132,0.7609531879425049,0.2,-0.98,0.25,-5.25,6.58,1.27,-0.89,0.01,-0.43,-2.03,-0.65,-1.12
133,0.7771391868591309,0.19,-0.98,0.26,-2.79,0.93,0.39,-0.88,0.01,-0.43,-2.13,-0.58,-1.18
134,0.7916290760040283,0.19,-0.98,0.26,-0.48,-4.4,-0.34,-0.89,0.01,-0.43,-2.19,-0.68,-1.16
135,0.8064310550689697,0.22,-0.97,0.24,1.99,-8.47,-0.87,-0.89,0.01,-0.42,-2.07,-0.68,-0.92
136,0.8199503421783447,0.23,-0.98,0.24,4.48,-11.21,-1.1,-0.89,0.01,-0.43,-2.11,-0.6,-1.21
137,0.8343315124511719,0.26,-0.97,0.22,6.44,-12.68,-1.79,-0.89,0.01,-0.43,-2.0,-0.76,-0.97
138,0.8482587337493896,0.29,-0.96,0.2,7.57,-12.25,-2.53,-0.88,0.01,-0.43,-2.08,-0.77,-1.1
