,Timestamp,Acx0,Acy0,Acz0,Gcx0,Gcy0,Gcz0,Acx1,Acy1,Acz1,Gcx1,Gcy1,Gcz1
0,4.76837158203125e-07,-0.93,-0.85,1.42,190.44,-39.12,201.56,-2.0,0.13,2.0,-59.2,-145.32,250.13
1,0.014846086502075195,0.07,-0.83,0.19,119.68,-147.05,-88.02,-0.19,-0.52,-1.34,83.28,-250.14,8.86
2,0.03077244758605957,0.77,-0.25,0.95,136.77,-69.35,250.13,0.97,0.24,-2.0,-29.91,-77.41,-79.44
3,0.0451509952545166,0.82,-0.04,-0.04,-66.08,-25.29,-59.5,-0.38,-0.06,-0.5,27.9,145.92,-45.57
4,0.06090188026428223,0.58,-0.49,-0.37,-31.86,-6.44,-93.79,-1.38,0.04,0.72,38.96,-109.51,29.52
5,0.07487034797668457,0.5,-0.66,0.15,45.2,-19.3,81.34,-0.78,0.21,-1.47,23.73,-114.37,96.0
6,0.08988738059997559,0.3,-1.57,0.33,-250.14,36.52,-250.14,-0.69,0.06,-0.57,5.53,120.5,-31.11
7,0.10364794731140137,-0.06,-2.0,0.3,28.44,-36.98,-33.6,-1.18,0.1,0.21,-1.12,-31.02,18.24
8,0.11902785301208496,0.49,-1.48,0.27,192.05,-52.85,129.41,-0.42,0.26,-0.82,-3.79,-50.34,8.34
9,0.13421034812927246,0.78,-0.42,0.22,190.89,16.92,163.84,-0.7,0.0,-0.51,-4.47,56.34,-82.98
10,0.14795875549316406,0.45,-0.15,0.01,45.5,32.91,-5.53,-1.05,0.04,0.05,-24.1,6.53,40.06
11,0.1623539924621582,0.37,-0.36,0.23,-43.73,14.04,-88.16,-0.58,0.25,-0.62,-13.35,-32.77,6.86
12,0.17746543884277344,0.14,-0.9,0.47,-77.03,36.56,-90.06,-0.88,-0.1,-0.6,-22.35,17.57,9.27
13,0.19345927238464355,-0.08,-1.23,0.31,-10.92,-20.52,-35.21,-0.98,-0.02,-0.16,-7.98,-3.34,16.53
14,0.20724010467529297,0.32,-0.98,0.37,45.24,-48.76,12.32,-0.85,0.03,-0.46,-12.79,-26.98,5.97
15,0.2227616310119629,0.55,-0.63,0.37,53.99,-19.87,38.49,-0.72,-0.03,-0.61,-7.6,10.85,4.72
16,0.23755884170532227,0.42,-0.56,0.24,18.49,-0.11,34.83,-0.87,-0.05,-0.28,-1.73,9.49,12.01
17,0.2531111240386963,0.28,-0.93,0.31,-81.63,-10.4,-98.63,-0.85,-0.01,-0.43,1.03,-11.17,-9.57
18,0.26575732231140137,0.07,-1.3,0.41,-8.6,-10.18,-20.54,-0.87,0.06,-0.53,-1.89,4.89,7.84
19,0.2801940441131592,0.05,-1.21,0.55,72.52,-55.67,35.07,-0.82,0.0,-0.43,2.83,2.67,-3.66
20,0.29476118087768555,0.29,-0.79,0.33,92.15,-62.11,77.96,-0.92,0.01,-0.41,2.73,-8.79,0.5
21,0.30974555015563965,0.39,-0.62,0.35,44.14,-60.99,19.54,-0.83,0.04,-0.46,0.43,-1.89,-1.23
22,0.3238363265991211,0.45,-0.68,0.26,-6.01,-45.07,11.71,-0.83,0.1,-0.42,-2.52,1.25,5.18
23,0.33892154693603516,0.28,-0.95,0.4,-10.25,-41.4,9.6,-0.9,0.02,-0.45,-1.3,-0.76,-8.02
24,0.3532857894897461,0.16,-1.11,0.34,7.42,-60.83,11.47,-0.89,0.0,-0.42,-2.29,-1.92,-1.21
25,0.36955952644348145,0.4,-1.04,0.36,15.42,-72.92,-14.53,-0.89,0.0,-0.43,-2.18,-1.08,2.64
26,0.3837134838104248,0.45,-0.97,0.38,24.92,-50.02,3.47,-0.88,0.02,-0.44,-1.67,-0.65,-2.75
27,0.3994264602661133,0.31,-0.97,0.46,37.18,-40.26,5.54,-0.89,0.02,-0.43,-1.77,-0.93,-3.28
28,0.41353607177734375,0.14,-1.0,0.44,60.28,-66.75,17.38,-0.89,0.0,-0.43,-2.24,-0.37,2.92
29,0.42754554748535156,0.09,-1.02,0.36,79.38,-89.63,29.92,-0.88,0.02,-0.43,-2.0,-0.82,-0.44
30,0.4420480728149414,0.28,-0.96,0.24,74.47,-116.33,-2.98,-0.89,0.02,-0.42,-0.51,-3.21,-5.38
31,0.4573523998260498,0.48,-1.06,0.29,68.69,-122.47,-28.31,-0.9,-0.01,-0.43,-2.02,-1.3,-4.11
32,0.47303318977355957,0.67,-1.01,0.11,87.34,-100.5,-13.41,-0.89,0.01,-0.43,-1.36,1.64,-0.42
33,0.48767614364624023,0.79,-0.82,0.22,78.8,-88.58,-42.16,-0.93,0.04,-0.39,-2.01,-0.89,-2.09
34,0.5016350746154785,0.88,-0.65,-0.11,67.79,-73.89,-45.71,-0.89,0.01,-0.4,-1.99,-8.33,-7.24
35,7.152557373046875e-07,2.0,-0.59,-0.47,-50.88,10.72,-250.14,-0.93,0.04,-0.34,-5.58,13.87,-3.21
36,7.152557373046875e-07,2.0,-1.74,-0.83,-15.5,250.13,-44.93,-0.91,0.08,-0.3,-4.81,-4.01,-11.75
37,0.013934850692749023,0.5,-2.0,-0.89,201.55,250.13,41.18,-0.71,0.1,-0.56,-7.88,-11.83,-13.67
38,0.028149843215942383,0.77,-1.37,-0.95,235.69,181.44,-176.77,-0.75,0.03,-0.54,-19.75,14.95,19.73
39,9.5367431640625e-07,2.0,-0.21,-0.99,-124.97,250.13,-250.14,-0.81,0.04,-0.38,-16.19,7.21,6.98
40,4.76837158203125e-07,2.0,0.51,-2.0,-223.0,250.13,-250.14,-0.89,0.01,-0.25,-21.73,-0.5,35.95
41,4.76837158203125e-07,-2.0,1.5,-2.0,36.85,250.13,250.13,-0.87,0.04,-0.54,-12.23,-25.79,14.54
42,2.384185791015625e-07,-2.0,2.0,1.89,-250.14,184.9,-250.14,-1.32,0.01,-0.39,-8.31,-1.99,-56.76
43,7.152557373046875e-07,-2.0,-2.0,2.0,-250.14,250.13,-250.14,-0.88,0.03,-0.34,1.89,24.81,-43.64
44,7.152557373046875e-07,1.66,-2.0,-0.78,120.17,-16.44,250.13,-0.82,-0.1,-0.44,-6.23,-6.95,-24.04
45,0.014255046844482422,-0.89,0.96,0.16,9.57,175.47,250.13,-0.89,-0.0,-0.58,-5.71,15.14,5.37
46,0.028664112091064453,-0.68,-1.49,0.79,9.99,5.56,-18.22,-0.82,-0.06,-0.35,4.89,-1.96,-18.54
47,0.04435467720031738,-0.64,0.25,0.7,15.55,-59.06,32.66,-0.88,-0.05,-0.42,1.62,-7.26,-3.45
48,1.1920928955078125e-06,-0.12,-0.78,1.15,-203.56,-49.28,-250.14,-0.92,0.08,-0.4,-0.15,-3.12,11.5
49,0.015257596969604492,-0.63,-0.84,0.61,-208.07,-78.01,-250.14,-0.94,0.03,-0.4,1.69,-4.24,-6.24
50,0.02953815460205078,0.22,-1.26,0.51,-39.76,-113.79,-31.91,-0.88,0.02,-0.44,0.54,-2.38,1.28
51,0.04417538642883301,0.81,-0.77,-0.14,15.1,-102.84,162.6,-0.9,0.06,-0.43,-1.26,-0.03,0.56
52,0.05822467803955078,0.39,-0.93,0.48,-23.49,-37.31,-3.57,-0.89,0.03,-0.43,-1.9,0.05,-6.18
53,0.07338285446166992,0.25,-1.02,0.41,2.33,-46.24,78.39,-0.89,-0.0,-0.43,-1.18,-2.13,-5.01
54,0.08777451515197754,0.11,-0.96,0.73,-22.89,-58.45,-87.68,-0.89,0.0,-0.43,-1.7,-0.92,3.08
55,0.10280179977416992,0.04,-0.95,0.53,-104.93,27.15,-67.62,-0.9,0.01,-0.43,-1.77,-0.97,0.82
56,0.11734199523925781,0.44,-0.95,0.64,-22.15,-47.34,53.3,-0.89,0.02,-0.43,-2.5,0.41,-5.39
57,0.13108348846435547,-0.1,-0.82,0.73,-32.62,-28.08,-14.14,-0.89,0.02,-0.43,-2.56,0.32,0.63
58,0.14607024192810059,-0.46,-1.21,0.63,15.4,-78.61,-10.47,-0.9,0.02,-0.43,-1.69,-1.28,0.08
59,0.16002202033996582,-0.16,-1.04,0.59,40.2,-130.42,-83.23,-0.89,0.01,-0.43,-1.73,-1.34,-3.4
60,0.17582440376281738,0.15,-0.75,0.42,38.63,-154.4,-52.05,-0.89,0.0,-0.43,-1.93,-0.98,-0.04
61,0.19090962409973145,0.28,-0.91,0.39,65.82,-144.9,-61.29,-0.89,0.01,-0.43,-2.27,-0.57,-0.42
62,0.20638036727905273,0.15,-0.82,0.37,98.4,-165.38,16.34,-0.89,0.01,-0.42,-1.76,-0.96,-1.59
63,0.2214510440826416,0.42,-0.42,0.41,84.98,-147.76,51.11,-0.89,0.01,-0.44,-2.14,-1.08,-0.92
64,0.23531794548034668,0.32,-0.46,0.59,63.07,-149.19,48.18,-0.89,0.01,-0.44,-1.89,-0.79,-1.23
65,0.2507929801940918,0.42,-0.58,0.57,49.34,-139.47,68.73,-0.89,0.01,-0.42,-2.16,-0.83,-2.24
66,0.2645242214202881,0.42,-0.66,0.21,21.79,-134.95,31.41,-0.89,0.0,-0.43,-2.28,-0.21,3.5
67,0.27889394760131836,0.54,-0.68,0.11,6.55,-140.71,46.18,-0.89,0.02,-0.43,-2.66,-0.37,-1.5
68,0.29349756240844727,0.61,-0.55,0.46,17.79,-138.12,73.76,-0.88,0.01,-0.43,-1.95,-0.18,-3.53
69,0.30817413330078125,0.54,-0.54,0.33,10.33,-95.54,115.6,-0.9,0.0,-0.42,-2.55,-0.77,3.63
70,0.32283926010131836,0.5,-0.52,0.22,2.36,-68.36,121.25,-0.89,0.02,-0.43,-1.98,-1.37,-1.08
71,0.3373560905456543,0.51,-0.52,0.25,3.13,-50.99,182.63,-0.89,0.0,-0.44,-2.11,-2.63,-2.53
72,0.35321903228759766,0.44,-0.48,0.2,0.89,-68.82,194.62,-0.88,0.0,-0.42,-1.85,-1.99,0.6
73,0.36585187911987305,0.03,-0.23,0.26,-78.18,-81.32,119.87,-0.89,0.01,-0.43,-1.64,-2.19,0.75
74,0.38205718994140625,0.35,-0.57,0.07,-186.16,-74.02,-18.56,-0.89,0.01,-0.43,-1.85,-1.4,-1.54
75,0.3954470157623291,0.34,-1.01,0.12,-148.99,-86.02,50.94,-0.89,0.01,-0.43,-2.55,0.66,-1.53
76,4.76837158203125e-07,1.26,-1.9,0.85,-108.07,-50.82,57.88,-0.89,0.02,-0.41,-2.4,1.74,-1.53
77,0.015288591384887695,0.68,-1.21,-1.46,7.59,228.5,250.13,-0.85,-0.0,-0.44,0.27,6.15,-5.15
78,9.5367431640625e-07,-1.69,-1.51,-1.18,50.77,-152.82,218.79,-0.89,0.01,-0.49,-2.36,-15.98,7.08
79,2.384185791015625e-07,1.37,-0.41,0.71,-250.14,-250.14,-250.14,-0.83,0.0,-0.48,-5.2,9.42,-1.02
80,2.384185791015625e-07,1.76,-1.31,0.91,-172.18,87.91,-80.66,-0.95,-0.03,-0.37,-3.31,3.62,-6.93
81,0.015041351318359375,0.06,-1.39,-0.39,189.95,183.32,250.13,-0.89,0.03,-0.43,-0.08,-5.78,-3.8
82,0.030689239501953125,-0.31,-0.84,-0.11,-1.01,-9.93,8.91,-0.88,0.0,-0.44,-2.05,-1.08,4.85
